Record_ID,Country,Date,Temperature_C,Humidity_%,Precipitation_mm,Wind_Speed_kmph,Solar_Radiation,CO2_ppm,Ozone_ppb,Rainfall,Storm,Snow,Cloud_Cover_%,Visibility_km,Air_Quality_Index,Region,Urban_or_Rural,Pollution_Level,Energy_Consumption_MWh
438.0,,,18.9143313892846,62.46011264283722,176.4566496102516,10.236310557969308,701.2647532192974,446.6915731340608,43.27257481635663,No,No,No,52.88070627255029,17.372231836762584,138.0,East,Rural,High,896.415371925987
439.0,Netherlands,2021-03-14,0.5077710641929727,65.17624011199558,143.71669576336205,70.04116834099612,470.8594921078639,386.7498943103333,34.785888172829225,Yes,No,No,36.43259594532648,,116.0,West,Urban,Medium,346.88761876992356
440.0,Netherlands,2021-03-15,36.32745302932174,48.51862598586405,163.70067146941707,84.70972670277709,140.25199915550482,383.1733126243767,79.03936591366664,Yes,Yes,No,42.76496528570518,13.655997002433356,359.0,South,Urban,Mediumxx,120.01318343721779
441.0,Netherlands,,-4.4714474580359065,62.938449784192905,0.6319279390350596,78.25380029049656,193.43325078835244,380.3807436079506,80.43742879230219,Yes,Yes,Yes,79.25072014256445,3.4452235590028923,276.0,South,Rural,High,891.1600621014537
,France,2021-03-17,24.513461496277422,79.97897500993155,3.107027303911636,78.9875475575091,788.0866467712276,427.0758793809167,53.472479494040144,No,No,No,60.924672565710026,16.3182855340223,209.0,East,Urban,Low,323.9769669790484
443.0,Italy,2021-03-18,34.29480552922589,64.95361232754574,91.71746244073037,26.09609460810679,973.4680670307107,422.289745963061,44.430558840507615,No,Yes,Yes,71.63078537829314,15.149212626036768,193.0,West,Rural,Mediumxx,771.9607043144985
444.0,,2021-03-19,-5.798967428723037,71.30103119133521,130.73874230123948,,562.1555573985233,354.3800076049259,67.36806750724377,Yes,Yes,No,27.672972285114326,17.77787744332255,52.0,,Urban,Low,
445.0,,2021-03-20,-8.56239881548985,57.79744623639124,158.81684139221085,8.640853681058402,390.7046293508457,358.8440890705756,60.19590898856543,Yes,Yes,,91.14920933345287,14.202975037711656,483.0,North,Rural,Low,869.1175590113938
446.0,Netherlands,,6.657687257872698,77.31197685782638,89.45339603684607,82.10953368618648,403.79697761698725,414.6204900306471,70.0529919768693,Yes,No,No,3.5162721943006403,17.538011879647204,220.0,Westxx,Urban,Medium,81.86411752999845
447.0,Francexx,2021-03-22,29.49739666336751,,188.03346381307543,9.681727394785755,,377.49586242239286,37.54139789896056,No,No,No,59.56968848273174,3.2443219348718055,369.0,West,Urban,Medium,253.19099332599882
448.0,Italy,2021-03-23,25.86832587519197,24.084095992877216,,26.753130469606845,561.2273362695425,359.158031606495,,No,No,No,,16.27294716451401,149.0,North,Urban,Medium,727.4702289902639
449.0,Spain,2021-03-24,31.107854272437002,28.58372245453408,20.551125837433947,49.541402816690464,0.8864466288294626,391.36637118025834,,Noxx,Yes,No!,86.62854803292251,19.059345157742094,335.0,West,Rural,Medium,394.512316398271
450.0,Germany,2021-03-25,,74.8487291602737,88.03566610830225,5.334077076399646,925.7663696714859,437.7482829262491,,nanxx,Yes,No,31.9551731167258,16.310155076521006,,South,Rural,High,550.603172908436
451.0,Italy,2021-03-26,39.68795091662352,50.21635322164779,,39.41713454432249,170.78152538971239,386.6311783513472,21.918045538455978,No,,No,45.97508628304649,12.304558634993878,193.0,South,Urban,,277.0172636631411
452.0,France,2021-03-27,8.30530525101533,,81.98836887065575,35.01143821948678,809.7720979139735,419.56300387833835,86.98323900636271,No,Yes,Yes!,3.4889160041931655,18.530002077845435,350.0,,Urban,High,361.2532846183505
453.0,France,2021-03-28,30.269160068099175,34.28746267698849,77.2539588372176,64.71720817633897,413.05669409386843,440.0574869576131,67.98463717338879,Yes,No,No,78.97654138330444,1.8897265319594858,,North,Urban,Medium,
454.0,nanxx,2021-03-29,7.540321102257206,65.81090214170266,58.81607147979475,71.80134302196016,693.6031035188088,366.93130813439024,31.1758352911372,Noxx,Yes,Yes,12.457198786174118,0.3372919479507286,198.0,South,Urban,Low,792.427629101212
455.0,Italy,2021-03-30,0.9221885696431986,,97.29780049126005,9.049530043077436,1026.1408517840946,410.970173184192,86.65462484220804,Yes,Yes,Yes,42.80814257194406,,419.0,West,Rural,Medium,891.9654901426444
456.0,Germany,2021-03-31,6.833453653088458,60.636866088910786,145.9714229029658,,185.12711608954254,,73.43137071838107,No,No,No,99.08090099950742,13.660103861670262,292.0,West,Urban_,Low,358.8335264060382
457.0,France,2021-04-01,-0.3661117758573056,96.68489825710516,9.49438298465235,77.58913223650805,933.1622484442344,,49.79622299520244,No,Yes,Yes,91.77372396664757,2.2833291539796496,145.0,East,Urban,High,630.4041066189053
,,2021-04-02,-3.544469671140562,80.66141165326522,167.14352395920483,,45.970139741755965,448.87126137883723,99.0858548162068,Yes,,No,33.0023564962996,6.800245670681189,154.0,West,Rural,Low,497.9657233315483
459.0,Netherlands,2021-04-03,8.198195369181509,83.67606954186863,183.5159219381213,53.46367535330684,1105.6422967913056,386.5083529846913,40.34887750549318,No,No,Yes,,,221.0,North,Rural,High,
460.0,Italy,2021-04-04,-2.6602907258236126,29.935832245041986,156.21851134687134,,241.90383750174024,371.75258102044086,18.959461006289203,No,No,Yes,,15.007751311202329,73.0,South,Rural,Medium,621.8720120668372
461.0,Spain,2021-04-05,15.116439076770853,,183.12697572913743,43.77415317496024,,433.78194514832967,,,Yes,Yes,68.478565707439,3.3998308416873924,232.0,East,Urban_,Medium,620.2350109975209
462.0,Germany,,-8.229388690454384,28.49883776182952,18.980895560270827,19.61925214719806,80.66459188587531,,78.13441357994981,,,No,,9.402953328330453,94.0,East,Urban,Low,436.2755389840488
463.0,Italy,2021-04-07,11.566387906950528,97.48167441232513,90.02152325039081,68.06411394056381,392.45810506302223,417.0678179455035,15.306859543199225,No,,No,,,335.0,South,,Low,293.54177304310866
464.0,Italy,2021-04-08,37.9002760701829,74.57500921065613,14.208491298632442,81.56780614131313,760.2568743037896,398.9607214075552,83.74772098034988,Yes,Yes,Yes,23.99899599109151,,274.0,South,Urban,Low,421.244405619113
465.0,Germany,2021-04-09,7.942245603022773,21.53870700034064,167.36719185855597,50.23607781724344,790.5896081432222,414.3527797937685,79.83473624861438,No,Yes,Yes,32.338908285141635,12.451311757879662,313.0,North,,,837.0861471014139
466.0,France,2021-04-10,-3.1179333675553442,58.040385745690855,,69.18145899678007,838.5715119836088,353.53688149969,93.66367346430263,Yes,No,No,43.31779783575046,12.762666953592309,496.0,West,Rural_,High,342.8546486610897
467.0,Netherlands,2021-04-11,5.25983651820056,,59.55024212765429,51.39314051554646,421.0308902640271,385.0180226532485,20.669421029759956,Yes,No,Yes,91.74708827336518,,291.0,West,,High,861.4385047576402
468.0,France,2021-04-12,29.5638956666615,,107.07892915075223,40.73522584251263,,415.7311859302041,64.07286024528105,No,Yes,No,,10.781159891199659,160.0,South,Urban,Low,166.25535143176938
469.0,Spain,2021-04-13,,34.29261491774909,59.53509783488855,3.4277923936988475,514.201722315238,385.0780582045304,,No,No,No,,,,West,Urban,,553.7333925102795
470.0,Germanyxx,2021-04-14,9.174796847428293,24.54843925053261,75.7745030992407,17.374258200206548,679.1039060960912,427.5754620094294,45.949775774593014,Yes,Yes,No,,6.991761749303233,389.0,South,Rural,Low,109.12628300962312
471.0,Francexx,,29.43932582625824,45.85420258226528,95.3115248346821,47.97674890756098,656.671787762085,,33.858174619218815,Yes,No,Yes,72.33636001610512,,79.0,West,Rural,High,442.45882196475316
472.0,Italy,2021-04-16,3.0280247078944598,43.64056885637779,158.16049844265322,39.6528573758675,201.7678393940357,353.7411447855553,50.43679318036443,Yes,No,Yes,,5.499624636827609,108.0,South,Rural,,970.5327555391971
473.0,Italy,2021-04-17,13.91453401988667,77.35708677850985,29.399496863093,84.28837681640671,1015.9179116005437,,20.158869557884977,,No,Yes,47.674665435530386,7.196580627726615,3.0,West,Rural,Medium,626.3207903178098
474.0,Spain,2021-04-18,-6.841580683476941,57.9639087287628,,10.84459258948678,,366.9064017496764,37.3163957073359,No,Yes,Yes,,19.423932909509873,123.0,North,Rural,High,17.820874148035347
475.0,Spain,2021-04-19,-1.2964708845354131,,40.37241320112101,5.012753459280772,244.47043270793847,441.7337094214561,16.382685581187665,No,No,No,11.571746536242122,0.10404897817348102,499.0,East,Rural,Low,822.530672338378
476.0,Germanyxx,2021-04-20,0.4723654431825235,65.63444147427685,10.630432514330511,8.713726776657937,499.84018481505086,444.6792746098452,54.264878924604524,No,No,Yes,98.75111823612193,6.052868795314515,136.0,West,Rural,High,
477.0,France,2021-04-21,,25.705391058499263,128.69298441416436,67.80926696559325,,406.91796046171993,36.70148886833525,Yes,No,No,,11.679080320409392,280.0,South,Urban,,
478.0,Italy,2021-04-22,31.049018995834544,72.98820894030001,37.97285737093081,59.44734776727736,658.7064201495484,397.9012121488113,63.127769663328586,No,Yes,No,14.241754353020596,,406.0,North,Urban,Medium,642.1292983197247
479.0,,2021-04-23,7.725508044556452,31.783149341318175,87.50759795523224,63.22203280792703,26.727126088982757,,51.08015632781514,No,No,No,81.28593177815053,13.529277095792946,67.0,North,Urban_,Highxx,188.48719420054604
,Germany,2021-04-24,9.024387894352333,42.375949545671276,137.11806655747944,15.692145911651266,910.578161502486,441.80215118610636,31.946778061091184,,No,,82.83465182943164,5.9855016085153245,56.0,East,,Medium,405.5640106137717
481.0,Italy,2021-04-25,5.050263260167418,,,51.63527679949552,1034.3499689092341,,19.264619673633746,No,No,Yes,3.791865602929023,,324.0,North,Rural,Low,
482.0,France,2021-04-26,6.024552736594732,57.26815358746458,181.20341897681084,76.76700310259888,170.63265333586975,388.2441441803526,77.79850195663336,No,nanxx,No,16.830540614295654,16.99725192801085,25.0,East,Rural,Medium,178.58503823550808
483.0,Netherlands,2021-04-27,10.175220018799994,96.2525893143959,153.83363017979966,68.38763625169423,1075.9547421259938,391.75359949048806,66.98192986771964,No,Yes,No,94.85276536678734,,,West,Rural,Low,
484.0,,2021-04-28,34.97016419149489,45.97274003483428,54.60443705417535,43.86878048549625,1021.0946596923483,434.582124721472,12.963699668760416,Yes,,Yes,27.93452654105125,0.9976908523271066,,West,Rural,Low,203.62772303268727
485.0,France,2021-04-29,-8.78119346832473,42.505749477675174,26.08197123492384,10.350051334462984,650.7080999964899,,99.0429003973553,Yes,Yes,No,1.2239665168893077,,20.0,West,Rural,High,201.44229456892194
486.0,Netherlands,2021-04-30,21.229266485529735,33.50415882372832,178.88755959817487,87.06502139259771,329.6780520747792,412.30441822561943,67.82412471378584,Yes,Yes,Yes,25.40421005382505,4.2560274537354275,,South,Urban,,626.5403163205023
487.0,,2021-05-01,34.38414525116416,51.35751200689366,79.38153331946619,52.62043418439843,,385.09413035378327,28.64627080628167,No,No,No,,12.695833289675122,458.0,West,Rural,High,
488.0,Italy,2021-05-02,10.848004480723198,34.56328894980565,76.50236539733844,88.96607597953664,586.9505314348463,438.5514125354327,85.64471857665781,No,No,Yes!,,12.93467364172185,414.0,East,Urban,Low,202.65899330569582
489.0,Netherlands,2021-05-03,22.545680458509636,31.02154690525044,162.0008151507815,43.87001113280115,608.64497533277,383.97908784523713,89.38906496259816,No,No,Yes,15.515658522799658,,123.0,,Rural,Low,383.61606720747176
490.0,Spainxx,2021-05-04,19.285728985272264,88.58868846518284,1.8709578408513172,23.701302493760544,782.2420145357726,447.7946284826768,61.63168571121906,No,Yes,No,22.441381985171404,10.116462408149097,208.0,,Urban,Low,579.4202985143477
491.0,Germany,2021-05-05,6.931574775340614,24.211098761842827,90.22245707307559,,,351.56321090138965,89.70149780885747,Yes,No,Yes,44.15313041933388,7.519267489803674,262.0,,Urban,,598.7541931469952
492.0,France,2021-05-06,-3.129107657780236,76.86600955679883,142.86401321705526,,,373.955362269668,12.625458708095127,Yes,No,,74.83023524009246,10.360564435447143,232.0,West,Urban,Low,898.0576810439152
493.0,Spainxx,2021-05-07,,36.20567208160569,169.73729273671006,61.42231331900096,955.5370726358236,395.7320913243397,95.06500400506363,No,Yes,No,65.86970220535589,10.915138643067369,90.0,South,Urban,High,930.171186906854
,Netherlands,2021-05-08,-7.127743295032304,20.937201863036954,177.04177078582427,76.89109882559848,1090.8543870433248,375.6324582984197,15.148325267824198,No,Yes,Yes,32.75335810060329,16.430762881721357,112.0,East,Rural,High,203.01740370316256
495.0,,2021-05-09,28.236372675055918,83.61159670375676,,24.264063185229677,599.2421993040365,423.7393511140397,67.8151057564394,Yes,Yes,Yes,6.635181916253652,4.101420223089076,,,Rural,Medium,490.32530113460746
,Germany,,16.640357369042206,,169.5415113976373,18.772192066219638,46.66151270280774,,41.130517324582,No,Yes,Yes,25.296064658121153,16.936642300078187,396.0,East,Rural,,445.603852696593
497.0,Netherlands,,29.281678680687563,46.74391250994727,,20.265877900766615,62.196216607949225,419.75079945422465,13.538111630154877,Yes,Yes,Yes,21.956339632629106,7.314152222184463,310.0,South,Urban,Low,767.2793758613982
,Spain,2021-05-12,4.509833059339739,26.346602711237885,61.08511108417085,93.44997790115171,322.1850307977967,,93.63594762416618,No,Yes,Yes,2.105376307410456,14.877246240547892,94.0,West,Rural,Low,192.65369875610315
499.0,Netherlands,2021-05-13,30.233606970539597,48.85372509582293,2.0996605048480665,16.39488537060857,736.7834603459473,395.6038001536026,22.182189332986667,Yes,Yes,No,97.50399765414619,6.714251696257147,195.0,North,Rural,High,226.09749518059851
500.0,France,2021-05-14,5.460219194544811,34.50620642414628,33.10507467304333,34.574326053976435,402.268980056159,447.97697953768585,86.8369768681581,Yes,Yes,,25.537153134334645,14.17770698122564,8.0,North,Rural,High,158.20485077794245
501.0,Germany,2021-05-15,,94.60028426972448,144.94625430595823,48.58676202824805,199.3724455137672,362.4610630449899,39.73105081143726,No,No,Yes,,15.983586407857267,313.0,South,Urban,Low,732.2746992650908
502.0,Italy,2021-05-16,16.690536430289107,62.369848180383585,0.8848319096209867,,1020.5941160548256,434.5944654253019,76.70476024635309,Yes,Yes,Yes,48.486160534004654,11.161309392356326,426.0,North,Urban,Lowxx,227.4760404139412
503.0,Germany,2021-05-17,37.26477791042058,97.10749101815394,104.61109900873282,,1181.9937262835056,,32.87987108273247,No,No,No,97.22907569065073,,108.0,East,Rural,Lowxx,419.6730219357349
504.0,Netherlands,2021-05-18,10.719702451601119,48.105129752034195,82.79723020572092,11.288384343915258,,403.1916566428361,62.509054395489066,No,No,No,14.955312095356499,14.155211417638933,285.0,East,Rural,High,259.7027853483922
505.0,Netherlands,2021-05-19,15.769432694275878,64.51702549395188,24.574158129579814,10.801339316320258,107.30891086842065,398.44716128770614,,No,No,Yes!,11.067316093955771,13.76854723205901,471.0,North,Urban,High,982.2881178004311
506.0,Italy,2021-05-20,12.564470594042866,,137.12685677682742,31.640964988410648,599.2065065542203,435.62996167322734,,Yes,No,No,0.24629244902553138,14.548311006290666,367.0,East,Urban,Low,647.9978464726305
507.0,Italy,2021-05-21,12.871740075491598,84.6743275230023,138.62477296950127,41.320145752353014,405.20069739934684,420.07324402289805,37.58973072786688,Yes,Yes,Yes,71.84470889866125,16.99350679544651,105.0,South,Rural_,,285.62644562791996
508.0,Germany,2021-05-22,0.7177649123679828,23.288024989553584,,37.37756619657826,938.5814572703845,394.1056520246657,31.009216052010956,Yes,Noxx,Yes,30.637627005641967,4.410328364013186,451.0,Eastxx,Rural,Medium,116.0181083988806
509.0,Netherlands,2021-05-23,11.12411854061207,75.64923383489023,153.06151004854067,39.19018059686301,785.1626447644037,439.56715540147,25.732503710357918,Yes,Yes,No,87.03549476336497,4.294630166216493,60.0,South,Urban,High,438.708129859284
510.0,Germany,2021-05-24,,51.33280738871258,62.99838338640191,85.14550010775153,82.21243863044178,438.5869397158521,85.49312698389222,Noxx,Noxx,No,63.38048521470965,19.413648321772786,66.0,West,Rural,High,181.15241691410532
511.0,Spain,2021-05-25,27.242923599595414,66.27326192200617,198.82585779296193,83.6668319695967,653.8598530462842,352.4731833328095,64.98483626208758,No,No,No,,17.026413121688744,372.0,East,Urban,Low,167.21197099966335
512.0,Netherlands,2021-05-26,-3.008408399835152,67.38073079332557,14.590747916628576,80.5501305642709,403.83905419367676,437.1018579223362,55.78101322817062,No,No,Yes,48.68915367272295,11.834102707146402,246.0,West,,High,295.04848617446066
513.0,Germany,2021-05-27,18.58069589299854,76.86360913074535,129.53907352706474,75.52806677850882,1158.1351479670443,402.6585356650683,32.46226154458624,Yes,No,No,25.817364508445806,0.1635759318575558,437.0,North,Rural,,966.383483175853
514.0,Netherlands,2021-05-28,23.10965618140267,36.34097625850076,194.15501946667976,4.0389264902285005,570.3348585979103,,49.03779236866038,No,,Yes,6.468853125884899,17.095164621858842,422.0,North,Urban,High,399.8358199999793
515.0,Netherlands,2021-05-29,9.139632817669689,62.510873697250496,44.86209230863793,14.938770272591217,1113.1964511795634,368.13235960461736,65.80565275191907,No,No,,44.356797855235975,,412.0,East,Urban,High,210.36082875395346
516.0,Francexx,2021-05-30,17.458218639922453,54.15407491147167,55.624985683488084,73.21926434389624,36.20950864895289,,16.46934881608422,,Yes,nan!,9.911965198526673,19.127523657919415,,South,Rural,High,
517.0,,2021-05-31,25.537102579281537,42.57448870882912,115.1954876638388,59.48439233289764,123.92959971610051,422.22031457029516,42.46434429219488,Yes,No,Yes,90.5731132095374,,267.0,South,Rural,Low,477.74831845065
518.0,Netherlands,2021-06-01,,59.658225821162105,156.2515193785486,67.39445778932293,463.52284553320555,377.5357695190094,31.555328657303345,Yes,Yes,Yes,,0.5705148567233165,337.0,South,Rural,High,71.84633053774559
519.0,Italy,2021-06-02,6.667546034578184,96.16120362008681,65.78939658092628,71.69313859191514,1064.3480470266875,405.8840551505265,68.18634156359599,Yes,Yes,No,,,452.0,South,Urban,High,304.9939368488137
520.0,Italy,,31.235161123772862,95.9107957743218,167.3550327296891,91.13647097173506,653.5248953162823,418.88155387944346,64.5642107165794,No,Yes,No,45.24396929677499,17.120984185772286,278.0,South,Urban,Medium,143.20134293778685
,France,2021-06-04,39.44084406037829,42.305385596939395,48.20875726873419,63.514294529568105,988.9686298586689,411.0407508972952,36.94739451806538,Yes,Noxx,Yes,45.419540196458556,19.82632754985223,,Southxx,Urban,Low,90.31114378690907
522.0,Netherlands,2021-06-05,0.8317776397312997,90.73657319216055,174.87333706836444,27.55674286755604,340.235560313833,419.8965473410765,13.746764989617862,No,Yes,No,46.45150770105801,6.400504576991734,188.0,South,Urban,Low,908.9929841841596
523.0,Germany,2021-06-06,34.46973736868509,90.14038475097072,50.59062482705594,8.301593702150356,133.79316357116915,412.03572827750503,26.453147572610415,Yes,,No,74.54631339734644,0.7272737177502231,100.0,,Rural,High,284.1446797976263
524.0,Germany,2021-06-07,17.27144320584007,,123.48703113425634,43.20847290877787,295.24658490239534,387.912803116476,24.405586803541865,Yes,Yes,Yes,12.62050637962201,3.9101604611241347,115.0,West,Urban,High,209.1366030677142
,Italy,2021-06-08,,67.91605971384409,,70.98495654450868,774.3640933412942,359.04944156727123,,Yes,Yes,No,53.12957828144111,17.540207386544157,251.0,West,Urban,Medium,700.3514796927891
526.0,Spain,2021-06-09,34.65815705564515,89.594860742274,64.36522247043577,28.190140073621194,1045.70051905758,435.53451479566024,25.236231071893293,,No,No,81.26666613652517,9.329007573638144,414.0,North,Urban,Low,57.44877027851525
527.0,Netherlands,2021-06-10,35.51694329649026,61.19958415614426,70.79911388139661,,545.9991938212194,434.6008219888114,,Yes,No,Yes,51.012587640224815,17.066139124882667,267.0,North,Rural,Medium,973.2395075163851
528.0,,2021-06-11,3.632837872454761,49.58155735208058,,99.87424104679783,,350.56790625351374,65.30759535908635,No,No,No,1.374123188519083,8.878165830597137,246.0,North,Urban,Low,984.9977062829239
529.0,France,2021-06-12,7.918613577584413,72.0628344194565,169.0097173227562,41.887436526104814,765.1344550942308,434.0865497620018,89.1609024699742,No,,Yes,24.46905939378522,1.067796263086025,175.0,East,Urban,Mediumxx,764.8932369355458
530.0,Netherlands,2021-06-13,32.596212082858,33.794005075453626,151.86364720616257,21.63147914755377,236.32076547427658,365.0988806074686,32.05248066760511,No,,No,66.85846423130258,12.351504604886763,495.0,South,Urban,High,987.026469523773
531.0,Netherlands,2021-06-14,14.541226511834019,32.938510530393884,89.86817725219434,16.455593879017716,684.3452427100184,383.2862603063937,26.732164262433688,Yes,Yes,,93.41995749929453,8.713609922707242,21.0,West,Rural,,256.11394905109063
532.0,France,,4.401434715561356,86.61169054193897,56.43205787048864,86.27823798995117,122.75006722307498,391.33486417031503,25.592844981975418,No,No,No,89.37480848684757,9.82706397236122,358.0,North,Urban,Lowxx,254.6324397055053
533.0,France,2021-06-16,38.10879620458018,23.34999327505006,170.86019619447285,81.96038782618137,973.3620817688673,417.9630848878205,42.438637856087404,Yes,Yes,No,82.27049195234015,18.979414879051404,435.0,South,Urban,High,868.941476149288
534.0,Germany,2021-06-17,0.8519041539803958,84.29039833805994,,61.33205890627516,966.1999880380852,359.24154852730516,68.42630973866866,,No,Yes,95.01641632885912,9.141499771912688,236.0,South,Rural,Low,607.504454507864
535.0,France,2021-06-18,20.516860549359432,43.23953264743452,90.7352601255307,54.718551107906876,649.5065976475814,,70.46761786477579,No,Yes,Yes,,,,South,Urban,High,723.0834035241952
536.0,Italy,2021-06-19,,58.64979927616258,139.16917165832308,95.14390047883414,45.81912746196819,444.27477862870046,28.986571059096182,No,Yes,No,1.239767906713296,1.178251240310002,,South,Rural,High,13.812911477192213
,France,2021-06-20,12.56507749257733,63.48120440383432,73.85271278128407,22.826762335773545,336.2224993586317,445.269586863134,21.811010667475422,Yes,No,No,35.43745958782569,9.580779033248529,242.0,East,Rural,Medium,463.8577216187756
538.0,France,2021-06-21,-4.70059141304511,81.36554187685442,,41.53935959651815,165.94182151686198,359.1838001518951,50.38101403557128,Yes,Yes,No,57.70110019269309,11.733896685015502,83.0,West,Rural,High,278.34301899830837
539.0,Italy,2021-06-22,2.8569152690341575,90.70863892346878,64.29658056934935,2.466500182140563,628.1470056815429,441.93802535702474,22.707215376066323,Yes,No,No,31.64660001437033,2.2646218470854174,335.0,South,,Low,153.98301463960672
540.0,Italy,,-1.650145355397406,84.33793003171724,136.4168637151099,41.85897671662939,122.08116272511846,406.78288970415076,,,Yes,No,,6.044666388685361,457.0,North,Rural,Low,518.7906540889122
541.0,Netherlands,2021-06-24,27.481243499061442,65.7875020224366,153.88193270772578,38.42165202306922,1043.671807143651,422.6928562583354,17.549330273672567,No,No,Yes,50.718699151670364,14.791873005732521,62.0,North,Urban,Low,276.8835543882873
542.0,,2021-06-25,24.88721995043378,47.84109362794929,170.33107861392145,94.94932393901081,1020.1971460526747,443.05967064992456,77.68839899617836,Yes,No,No,,3.678133094472913,203.0,East,Urban,High,543.4083561345295
543.0,Italy,2021-06-26,29.705197301760002,62.124625996692316,3.542540015392892,35.82324355368803,187.31768980278542,416.09954565914285,13.838312396601761,Yes,Noxx,No,72.75712771394993,2.5690274483440367,261.0,East,,High,78.20172164277761
,Germany,2021-06-27,24.96314398983683,22.401734770197752,97.28122584488916,,833.8656420082783,395.6739445679299,82.6285704395495,No,Yes,No,8.920157644661654,5.9855102058714404,253.0,West,Urban_,Low,797.7151378580534
545.0,Spain,2021-06-28,-3.5644796120656705,39.59840921917885,,76.65936595147143,835.8039459450579,402.51118333696206,66.44365080308498,Yes,No,Yes,95.81257800601037,17.179233616027307,470.0,South,Rural,Medium,949.5613050834825
546.0,Italy,2021-06-29,38.92959901212779,49.29242927100634,136.79190279360378,14.72720499829865,476.10527528452604,418.4503479039147,39.01357952724575,No,Yesxx,Yes,87.66804791098896,15.258869993692807,63.0,,Urban,Highxx,629.3977255303855
547.0,Spain,2021-06-30,-0.5741597756484609,45.580361932120326,,96.27172229052961,183.59891029579077,444.46989012558663,46.496664528815266,Yes,,Yes,87.38541507283372,15.536031556219855,313.0,East,Urban,Low,142.78410016551334
548.0,France,2021-07-01,7.522483424764996,27.611755258492543,113.25604133324387,63.09657501725457,158.52926670819957,438.9808698062409,,Yes,Yes,Yes,78.9890638753527,6.449150451453947,253.0,North,Urban,Lowxx,749.0749189146328
549.0,Germany,2021-07-02,25.343863115693637,24.060326513123567,142.39253049220144,,887.3711417810789,407.70672553159915,26.70653296011824,No,No,No,63.358929245916705,1.9787812777163372,408.0,,Urban,Low,
550.0,Germany,2021-07-03,-2.9775535889478197,53.657182365932236,154.0129839283508,1.170544409259977,264.2128966284916,371.1010269077933,90.12886021804933,Yes,No,Yes,5.34290393096123,0.6390549569453463,124.0,North,Urban,Low,366.4772343546723
,Netherlands,,-1.4746897501123204,25.983980263857855,53.89365805055826,69.92107936435272,724.1445094139148,384.6729124684626,53.45984207727052,No,Yes,Yes!,66.24258884404557,11.723968482850957,468.0,West,,Low,513.7701571701322
552.0,,2021-07-05,33.82875720506576,42.896644683322705,17.566429289068598,5.562886443190973,,386.1807498259928,78.41255449551991,No,No,No,74.69272816792416,,466.0,West,Rural,Low,
553.0,France,2021-07-06,6.600747501922452,,,18.538081185015532,,378.91740339853254,55.60264231969921,Yes,Yes,Yes,13.081991545521587,7.557822766393045,52.0,North,Rural,Low,547.6814542774447
554.0,,2021-07-07,,36.79690170865449,,9.862098258724505,,424.674558410166,50.70513056184712,No,No,No,61.57560255071125,10.577235355054828,383.0,North,Rural,,47.468506491977536
555.0,Germany,2021-07-08,,26.36279410764591,8.089837126039656,37.82059230484101,774.6022713945472,433.5987601628001,52.26540061218466,No,Yes,Yes,47.88674742015746,5.580077415174731,97.0,West,,,352.09976021209957
556.0,France,2021-07-09,38.66003644959118,54.57066165166344,31.772386954271205,79.57115021328681,377.5237361174482,381.98308941764935,42.68122396960997,No,,Yes,,7.2860443594126885,124.0,South,Urban,Low,
557.0,France,,0.5142845425407465,55.87811987935759,199.09494552949832,70.73815460264862,1022.9607981191929,434.6125986548245,75.94787761035033,Yes,Yes,Yes,19.946223351832714,14.596322727155034,103.0,North,Rural,High,182.93563820390446
,Italy,2021-07-11,-3.8535943717002716,93.24914370629762,,10.669514330779805,373.0948455241133,423.44374078796596,86.1537199367409,Yes,No,No,,14.36440441256396,19.0,East,Urban,Low,853.0207397766707
559.0,Germany,2021-07-12,27.03684729114258,30.22701140611737,99.305254872147,79.8461192783881,1165.8844554262996,394.1116479634538,86.89569978756269,Yesxx,Yes,,92.51246609446535,,488.0,West,Rural,Low,603.4445012243013
560.0,Germany,,-0.5899087275046924,69.19963021421026,2.2014325189807282,46.08471405066009,573.2783340729362,419.8663029910888,20.903114254066942,Yes,Yes,No,78.78033162500583,18.884631312617103,130.0,East,Rural,Medium,678.0671225641365
561.0,Germany,2021-07-14,19.009510134525602,45.57620530922968,118.38155833912616,3.2630777888048135,1143.896481914738,426.933831128428,78.52311148155657,No,No,Yes,,5.3802383278590105,447.0,West,Rural,Medium,
562.0,Netherlandsxx,2021-07-15,16.63225836473377,29.887826431753723,65.05973688644096,22.382646026323926,220.31788454576687,406.1031104269853,27.995915773474994,No,No,Yes,98.41773105448674,18.15173000548018,390.0,North,Rural,Medium,747.4797626677545
563.0,Germany,2021-07-16,17.996165011938018,51.45176854202022,106.03864589486973,78.5185527967801,,394.3113389276473,11.096051052211545,No,Yes,No,36.41703059569329,10.237936684299694,258.0,North,Rural,,370.1136762440633
564.0,Spain,2021-07-17,22.489642016933644,54.23500682913722,105.22366868376444,73.32997389231221,235.35755515038596,360.17144469219477,34.7913131751322,Yes,Yes,Yes,23.44238631677885,9.983640321557274,,North,Urban,Low,441.3737803621768
565.0,Italy,2021-07-18,32.54460380103759,,193.4914898470478,18.835112314589274,118.0420417042416,350.13696711194814,36.358173840876205,Yes,No,Yes,96.80846389330361,9.012263272924665,235.0,North,Rural,Medium,
